gebiedcode15;gebiednaam;jaar;Bevtotaal;Bev_prog2015;BevMan;BevVrouw;BevMan_p;BevVrouw_p;Bevdicht;Bevbrief;Bevinst;Bevinst_p;Bevstud;Bevpotbbv15_64;Bevpotbbv15_64_p;Bevpotbbv15_74;Bevpotbbv15_74_p;BevSur;BevAntil;BevTurk;BevMarok;BevovNW;BevWest;BevAutoch;BevSur_p;BevAntil_p;BevTurk_p;BevMarok_p;BevovNW_p;BevWest_p;BevAutoch_p;BevNW_p;BevegNW;BevegWest;BevNstedeling;BevNstedeling_p;Bev65auto;Bev65W;Bev65NW;Bev65auto_p;Bev65W_p;Bev65NW_p;Bev17auto;Bev17W;Bev17NW;Bev17auto_p;Bev17W_p;Bev17NW_p;Bevopllaag_p;Bevoplmid_p;Bevoplhoog_p;BevhuishoudenHH;BevgehzkindHH;BevgehmkindHH;BevongehzkindHH;BevongehmkindHH;BeveenouderHH;BevalleenHH;BevoverigHH;BeveenouderHH_p;BevalleenHH_p;BevpaarzkindHH_p;BevpaarmkindHH_p;BevHHmkind;BevHHmkind_p;Bevalleen0_17;Bevalleen18_29;Bevalleen30_49;Bevalleen50_79;Bevalleen80plus;Bevgeb;Bevsterf;Bevvest;Bevvert;Bevvestint;Bevvertint;Bevgelijkint;Bevmutnl_p;Bevmuttot_p;Bevwoonduur;Bev0_4;Bev5_9;Bev10_14;Bev15_19;Bev20_24;Bev25_29;Bev30_34;Bev35_39;Bev40_44;Bev45_49;Bev50_54;Bev55_59;Bev60_64;Bev65_69;Bev70_74;Bev75_79;Bev80_84;Bev85_89;Bev90_94;Bev95_99;Bev100plus;Bev0_3_p;Bev0_3;Bev4_11;Bev12_17;Bev18_22;Bev23_39;Bev40_64;Bev65plus;Bev65plus_p;Bevpeuter;Bev4_12;Bev4_12_p;Bev13_17;Bev0_17;Bev0_17_p;Bev0_18;Bev0_18_p;Bev18plus;Bev5_11;Bev15_26;Bev65_74;Bev75plus;Bev75plus_p;Bev80plus;Bev80plus_p;WvoorrBAG;W_prog2015;Wdicht;Wstandplaats;Wligplaats;Winstituut;Wwibo;Wgeschiktoud_p;Wgeschiktoud65_p;Wnultrede_p;Wcorhuur;Wkoop;Wparthuur;Wcorhuur_p;Wparthuur_p;Wkoop_p;Wopp0060;Wopp6080;Wopp80plus;Wopponb;Wopp0060_p;Wopp6080_p;Wopp80plus_p;Wopponb_p;Wbezet;Wwoz_gem;Wwoz_m2;Whuur_gem;Whuurlaag_p;whuurkwal_p;Whuurtslg_p;Whuurmidden_p;Whuurhoog_p;Whuurquote;Wwoning_r;Wwoningcorp_r;Wwoning65_r;Wonderhoudwoning_r;ORonderhoudwoningen_r;Wverhuis_p;Wverhuis65_p;ORomgevingmooi_r;ORwoningenmooi_r;ORgroenmooi_r;ORaanbodspelen_r;ORverloed_p;OR_verhard_5;OR_gras_5;OR_groen_5;ORschoonstraten_r;ORschoongroen_r;ORschoonspelen_r;ORonderhoudstraten_r;ORonderhoudgroen_r;ORonderhoudspelen_r;Mvervuiling_r;ORopp;ORwater;ORland;ORgroen;ORsport;ORwater_p;ORgroen_p;ORsport_p;ORverblijf_i;VKhard_p;VKagressief_p;Vptotaal;Vpfiscaal;Vpnietfisc;VKparkeren_r;VKfietsparkeren_r;VKparkeeroverlast_r;VKov_r;VKov65_r;VKoverlastverkeer_r;VKverkeerslawaai_r;Lbuurt_r;Lverwachtingbuurt_r;Lbuurtvoor_p;Lbuurtgelijk_p;Lbuurtacht_p;Lsoccoh_r;Lsockwal_p;Lthuisvoelen_r;Lomganggroepenb_r;Lbetrokken_r;Loverl_p;Loverltoe_p;Loverlgelijk_P;Loverlaf_p;Lburenoverlast_r;Loverlastanderegroepen_r;Lhorecaoverlast_r;Lspan_i;Lnegaho_p;Vveiligh_i;Vcrimin_i;Vvolume_i;Vimpact_i;Voverlast_i;Vverloed_i;Vpersonovl_i;Vbeleving_i;Vinbraak_i;Vslacht_p;Vslachtjong_p;Vslachtverm_p;Vslachtgew_p;Vslachtvan_p;Vslachtfiets_p;Vveiligvoelen_p;Vveiligvoelen65_p;Vveiligdag_r;Vveiligavond_r;Vcriminaliteit_r;Vcrimitoe_p;Vcrimigelijk_p;Vcrimiaf_p;Ldrugsovl_p;Ljongerenovl_p;Vjeugdige_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E42;Hoofdweg e,o,;2015;10440;;5181;5259;49;6;50;4;26097;38;111;1;1;0;7988;76;5;8516;81;6;583;114;915;1318;1062;1603;4845;5;6;1;1;8;8;12;6;10;2;15;4;46;4;38;2;2354;947;3718;35;6;515;119;285;56;12;9;31;553;179;979;32;3;10;5;57;2;;;;6052;352;523;838;231;498;3514;96;8;2;58;1;19;7;12;5;1252;20;7;2;716;1572;1112;112;171;76;720;728;1026;1076;79;14;6;;8;1;699;467;367;339;803;1411;1457;1037;825;687;605;486;338;307;221;160;109;62;48;12;0;5;5;578;751;382;566;4303;2941;919;8;8;186;826;7;9;307;1711;16;4;1781;17;1;8729;630;1650;528;391;3;7;231;2;2;5695;;14236;0;0;2;59;34;;22;2342;1283;2070;41;1;36;3;22;5;4492;686;513;4;78;9;12;9;0;1;1;83;177259;3130;486;;33;72;2;4;26;7;2;6;7;7;3;6;8;6;6;27;;6;6;6;6;6;7;7;33;4;;3;6;3;6;6;6;4;6;8;6;8;6;7;5;7;42;2;40;0;0;4;7;0;9;0;;22;11;;;;6;8;5;7;6;7;8;1;8;6;6;9;6;8;7;3;7;6;40;47;5;5;3;40;7;7;6;6;6;15;5;55;14;6;8;6;7;7;8;112;;92;85;94;77;101;102;99;91;48;43;;36;2;19;29;24;;8;1;6;9;6;2;6;52;17;5;9;2;6;;;;
E43;Westindische Buurt;2015;6793;;3257;3536;47;9;52;1;21551;16;0;0;0;5374;79;1;5752;84;7;220;65;229;296;513;1332;4138;3;2;1;3;4;4;4;7;6;19;6;60;9;19;5;748;743;3347;49;3;381;90;91;67;8;16;16;2;506;158;270;54;2;16;9;28;9;;;;3903;259;307;751;216;248;2037;85;6;4;52;2;25;9;13;4;771;19;8;3;461;890;625;58;128;36;573;587;781;716;58;16;9;;8;2;477;211;169;179;651;990;1021;717;526;388;377;286;239;209;169;99;43;28;12;1;1;6;410;354;170;447;3034;1816;562;8;3;123;387;5;7;137;934;13;7;964;14;2;5859;287;1189;378;184;2;7;85;1;3;3609;;11450;0;1;1;1;39;;23;687;1099;1823;19;50;5;30;5;2201;934;472;2;61;25;9;13;1;0;1;1;88;219466;3416;556;;9;57;8;2;26;7;6;7;1;7;4;7;1;6;8;24;;6;7;6;8;6;8;7;1;25;4;;3;6;7;6;7;6;8;6;9;6;8;6;8;6;2;35;3;32;0;0;9;1;0;0;;17;11;;;;6;8;5;6;6;5;7;9;7;8;6;7;6;9;7;6;7;8;26;65;6;5;9;52;8;7;6;2;8;8;58;7;7;6;9;8;94;;74;67;70;65;81;90;73;75;45;60;;48;5;15;27;24;;8;5;7;6;6;7;10;60;9;9;9;2;5;;;;;;;;;
E75;Chassébuurt;2015;6234;;3026;3208;48;5;51;5;24512;21;0;0;9;4733;75;9;5050;81;298;71;485;831;556;962;3031;4;8;1;1;7;8;13;3;8;9;15;4;48;6;35;9;1230;541;2280;36;6;255;56;160;54;1;11;9;34;453;144;588;38;2;12;2;49;6;;;;3239;244;401;439;195;304;1589;67;9;4;49;1;21;1;18;4;900;27;8;2;398;650;493;46;93;30;416;405;541;605;48;13;4;;8;4;424;332;274;276;564;795;723;516;470;441;388;330;230;195;122;80;39;19;14;2;0;5;6;350;526;309;389;2330;1859;471;7;6;109;566;9;1;269;1185;19;1236;19;8;5049;452;1164;317;154;2;5;74;1;2;2939;;11556;0;0;2;6;44;;26;1289;746;904;43;9;30;8;25;4;952;1430;554;3;32;4;48;7;18;8;0;1;2;12;214799;3077;645;;19;55;7;11;30;7;3;6;7;;6;9;6;6;34;;6;3;6;4;5;9;6;8;29;3;;3;6;6;1;6;4;6;5;6;4;6;5;5;5;28;2;25;0;0;7;7;0;0;;24;19;;;;5;6;4;8;5;6;8;;6;4;6;5;7;1;7;8;47;43;1;5;8;46;7;7;6;7;5;9;26;10;45;14;6;8;6;5;7;5;104;;94;88;73;103;110;119;102;85;54;58;;40;5;26;28;24;;8;3;7;2;6;2;12;47;15;13;6;2;8;;;;;;;
F11;Bedrijventerrein Sloterdijk;2015;104;;71;33;68;3;31;7;14;38;0;0;0;88;84;6;99;95;2;2;0;2;2;18;43;37;1;9;0;1;9;1;9;17;3;41;3;35;6;23;1;21;37;46;44;2;10;1;1;83;3;8;3;8;3;1;3;0;25;75;0;;;;74;7;2;6;2;1;53;3;1;4;71;6;17;6;5;4;5;6;8;0;20;25;8;0;;;122;70;12;61;1;59;;4;7;3;0;1;2;15;22;10;6;10;14;6;2;1;8;3;1;0;0;0;0;0;2;9;3;0;1;10;45;33;12;11;5;0;0;0;1;4;3;8;5;4;8;100;0;24;11;1;1;0;0;44;;6;9;0;1;0;;;;1;0;43;2;3;97;7;0;0;5;31;8;0;11;4;70;5;18;2;2;36;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;;;770;52;718;263;21;6;7;36;6;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F76;Slotermeer-Noordoost;2015;9469;;4837;4632;51;1;48;9;9933;39;10;0;1;0;6634;70;1;7137;75;4;570;88;1727;2557;1140;1082;2305;6;0;9;18;2;27;12;11;4;24;3;64;2;3228;709;1118;11;8;517;112;270;57;5;12;5;30;332;188;1722;14;8;8;4;76;8;;;;4539;427;872;328;180;479;2190;63;10;6;48;2;16;6;23;2;1531;33;7;6;438;824;781;141;150;36;610;567;787;933;144;12;6;;9;1;750;636;550;496;786;927;864;761;736;636;558;488;382;284;219;175;112;69;39;1;0;6;3;593;1041;608;637;2891;2800;899;9;5;208;1134;12;515;2242;23;7;2337;24;7;7227;884;1639;503;396;4;2;221;2;3;4207;;4413;0;0;2;1;23;;18;2818;1123;266;67;6;3;26;7;2429;1203;570;5;57;7;28;6;13;5;0;1;2;25;139528;2232;465;;22;72;1;0;27;6;1;5;6;7;1;5;6;5;4;41;;5;9;5;4;6;7;6;7;37;4;4;4;5;4;6;6;5;6;6;1;6;5;5;102;6;95;14;0;6;1;14;4;0;;33;12;;;;6;2;5;6;6;3;7;8;7;3;6;5;6;3;6;1;5;5;12;57;25;5;2;36;6;6;6;4;5;7;25;21;48;3;7;6;9;7;6;118;;139;137;115;158;132;128;136;149;164;51;;35;6;24;19;49;;7;3;6;5;7;33;30;6;18;26;3;7;;;;;;;;;
F77;Slotermeer-Zuidwest;2015;17015;;8671;8344;51;49;7545;59;141;0;8;16;11758;69;1;12945;76;1;1019;163;2811;4777;1718;1777;4750;6;1;16;5;28;1;10;1;10;4;27;9;61;6;5469;1150;2020;11;9;1166;308;524;58;4;15;4;26;2;632;262;2931;16;5;6;8;76;6;;;;8219;795;1485;623;300;817;4105;94;9;9;49;9;17;3;21;7;2602;31;7;8;784;1342;1623;348;237;102;1060;1068;1416;1273;160;11;5;;9;1220;1063;976;972;1479;1569;1489;1211;1114;1152;1028;929;815;666;521;296;260;177;70;7;1;5;7;969;1678;1178;1207;4947;5038;1998;11;7;361;1893;11;1;963;3825;22;5;4039;23;7;13190;1427;3112;1187;811;4;8;515;3;7568;;3356;17;5;9;24;42;45;29;5291;1714;563;69;9;7;4;22;6;3190;2862;1507;9;42;2;37;8;19;9;0;1;2;25;143197;2173;482;;26;75;2;2;26;6;6;6;1;7;1;6;2;5;7;33;18;6;2;5;7;6;9;6;5;30;4;3;4;5;8;6;3;6;6;6;4;6;5;8;281;55;226;75;8;19;7;33;3;3;7;;24;12;;;;6;5;5;6;2;7;7;7;6;6;9;6;6;6;5;5;7;19;53;23;5;36;6;9;6;4;5;5;22;20;39;8;7;6;8;7;8;116;;126;117;119;116;118;130;106;142;177;45;;26;4;19;11;43;;7;5;6;3;5;9;25;38;8;11;20;4;2;;;;;;;;;
F78;Geuzenveld;2015;15041;;7528;7513;50;50;11354;38;276;1;8;0;10126;67;3;10959;72;9;856;154;3458;3811;1349;1576;3837;5;7;1;23;25;3;9;10;5;25;5;64;4560;1019;1392;9;3;1016;232;359;63;2;14;4;22;3;625;261;2961;16;2;6;8;77;;;;6475;732;1550;475;288;693;2637;100;10;7;40;7;18;6;28;4;2531;39;1;4;639;780;947;267;257;124;936;822;1439;1246;248;12;3;;7;1258;1055;995;893;1271;1454;1331;1100;1035;882;835;706;619;488;345;269;211;193;88;12;1;6;6;989;1717;1141;1073;4437;4077;1607;10;7;348;1918;12;8;940;3847;25;6;4005;26;6;11194;1448;2778;833;774;5;1;505;3;4;6020;;4544;16;0;62;116;40;;24;4163;1172;685;69;2;11;4;19;5;1378;2177;2459;6;22;9;36;2;40;8;0;1;2;5;171886;2127;570;;14;66;8;8;28;6;6;6;2;7;6;6;3;5;9;34;11;6;2;6;1;6;6;6;7;39;3;3;4;5;6;6;5;9;5;7;6;2;6;5;7;141;9;132;18;0;6;2;13;9;0;;29;14;;;;6;5;8;6;2;7;1;6;8;6;7;6;5;6;2;5;8;12;53;32;4;9;35;6;6;6;4;5;6;37;28;37;8;7;6;7;7;6;127;;138;129;128;129;117;138;97;168;232;50;;32;5;20;13;56;;7;3;6;1;5;2;32;40;5;5;22;4;2;;;;;;;;;;
F79;Eendracht;2015;2329;;1143;1186;49;1;50;9;1008;5;0;0;0;1649;70;8;1865;80;1;193;22;284;234;182;318;1096;8;3;0;9;12;2;10;7;8;13;7;47;1;39;3;413;182;186;8;258;44;38;75;9;12;9;11;2;138;36;241;33;3;8;7;58;1;;;;1021;231;254;58;59;94;318;7;9;2;31;1;28;3;30;7;407;39;9;0;55;72;164;27;40;12;91;101;186;142;10;9;2;;12;1;132;113;95;140;194;152;132;121;138;143;203;246;180;144;72;60;36;24;3;1;0;4;8;111;167;137;169;495;910;340;14;6;37;186;8;118;415;17;8;452;19;4;1914;146;393;216;124;5;3;64;2;7;933;;404;7;0;0;7;;;;482;421;30;51;7;3;2;45;1;1;130;802;0;0;1;13;9;86;0;2;5;229317;2276;;;;;;;;7;9;7;7;8;7;7;7;;;6;9;6;8;7;6;6;3;29;3;3;3;6;1;6;8;6;1;6;1;6;9;6;4;5;9;242;11;231;194;29;4;6;84;2;12;5;;23;3;;;;6;1;6;5;5;9;4;6;3;8;7;4;6;7;6;8;6;24;40;32;5;9;48;7;6;6;3;5;7;13;21;45;2;7;6;7;8;9;113;;102;101;110;91;91;100;82;114;108;37;;17;8;14;2;30;;7;5;6;4;6;4;28;44;0;2;10;2;8;;;;;;;
F80;Lutkemeer/Ookmeer;2015;847;;422;425;49;8;50;2;158;1;0;0;0;588;69;4;674;79;6;28;3;20;25;21;99;651;3;3;0;4;2;4;3;2;5;11;7;76;9;11;5;41;44;152;17;9;110;11;2;89;4;8;9;1;6;124;20;20;75;6;12;2;12;2;;;;370;76;77;27;27;45;111;7;12;2;30;27;8;28;1;149;40;3;0;14;28;62;7;10;5;42;49;37;31;3;7;3;;13;5;43;47;46;46;58;37;46;49;62;48;83;74;85;58;28;14;15;4;4;0;0;4;7;40;62;62;57;151;352;123;14;5;16;76;9;48;164;19;4;171;20;2;683;59;124;86;37;4;4;23;2;7;306;;57;51;0;0;1;;;;21;177;108;6;9;35;3;57;8;22;39;219;26;7;2;12;7;71;6;8;5;2;77;368054;2850;;;;;;;;;;;;;;;;;;;;3;3;2;;;;;;;;569;32;537;396;59;5;6;73;8;10;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112;;97;74;60;89;87;98;75;131;247;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F81;Osdorp-Oost;2015;15756;;7622;8134;48;4;51;6;10012;59;9;0;1;317;10056;63;8;11450;72;7;1073;145;1537;3106;1509;2046;6340;6;8;0;9;9;8;19;7;9;6;13;40;2;46;8;3785;1242;1970;12;5;2479;391;407;75;6;11;9;12;4;644;270;1953;22;5;9;4;68;1;;;;8403;1212;1143;577;296;685;4409;81;8;2;52;5;21;3;17;1;2124;25;3;25;834;1082;1717;751;206;182;1093;997;1368;1320;196;12;5;;9;5;990;772;661;803;1224;1333;1211;1035;930;919;953;886;762;790;604;641;656;401;165;19;1;5;795;1234;838;1054;4108;4450;3277;20;8;270;1349;8;6;723;2867;18;2;3040;19;3;12889;1039;2549;1394;1883;12;1242;7;9;8292;;5269;0;0;9;346;43;55;39;5259;2187;846;63;4;10;2;26;4;1951;3489;2499;353;23;5;42;1;30;1;4;3;1;9;166307;2131;505;;21;66;4;2;25;7;3;6;9;7;7;7;1;6;5;30;20;6;4;6;2;6;8;6;6;30;5;4;4;5;9;6;3;6;2;6;1;6;5;6;2;5;7;177;20;157;18;1;11;1;11;2;0;8;;26;15;;;;6;7;6;2;6;5;7;7;7;5;6;5;6;3;6;8;6;1;9;54;28;4;9;36;7;4;6;6;5;7;25;15;46;8;7;5;7;1;7;6;122;;131;139;139;138;112;108;115;142;82;40;;33;4;13;9;45;;7;7;6;2;5;7;32;40;7;11;20;4;1
F82;Osdorp-Midden;2015;15743;;7625;8118;48;4;51;6;15089;51;13;0;1;0;10553;67;11345;72;1;1226;201;2531;4383;1628;1767;4007;7;8;1;3;16;1;27;8;10;3;11;2;25;5;63;3;4781;1109;1719;10;9;1015;227;493;58;5;13;1;28;4;820;324;2816;20;7;8;2;71;1;;;;7189;727;1533;615;325;750;3141;98;10;4;43;7;18;7;25;8;2608;36;3;6;673;997;1104;361;278;137;923;974;1314;1268;189;11;6;;6;1433;1134;888;916;1313;1422;1530;1316;1105;977;864;618;492;434;358;352;261;198;105;21;6;7;4;1169;1769;1022;1140;4852;4056;1735;11;421;1959;12;4;832;3960;25;2;4144;26;3;11783;1505;2782;792;943;6;591;3;8;6596;;6322;0;0;5;433;55;63;44;4125;1788;683;62;5;10;4;27;1;1029;2176;3364;27;15;6;33;51;0;4;2;39;181699;2151;619;;10;57;11;6;32;7;3;6;8;7;5;7;1;6;5;36;14;6;6;6;2;7;6;8;30;5;4;4;6;6;5;6;3;6;5;6;8;6;6;6;112;7;104;14;0;6;6;13;9;0;;25;11;;;;6;2;6;1;6;5;7;6;7;2;7;2;7;1;6;5;6;2;13;49;31;4;8;37;6;9;6;5;5;5;39;27;43;4;7;3;6;7;8;1;123;;120;95;91;99;115;102;127;150;117;49;;31;3;13;13;46;;7;8;6;5;5;9;35;35;3;9;25;4;8;;;;;;;
F83;De Punt;2015;5494;;2775;2719;50;5;49;5;9607;22;145;2;6;0;3680;67;4105;74;7;444;68;687;928;658;703;2006;8;1;1;2;12;5;16;9;12;12;8;36;5;50;7;1381;431;671;12;2;574;116;135;69;6;14;1;16;4;288;88;770;25;1;7;7;67;2;;;;2660;318;493;205;96;227;1300;21;8;5;48;9;19;7;22;1;816;30;7;4;340;289;519;148;87;42;401;358;1011;700;263;19;3;;9;3;363;330;296;271;475;509;474;390;366;318;314;294;269;247;178;164;124;82;26;4;0;5;6;305;509;332;365;1597;1561;825;15;118;567;10;3;274;1146;20;9;1203;21;9;4348;451;936;425;400;7;3;236;4;3;2478;;4333;0;0;5;2;49;;43;1061;1007;410;42;8;16;5;40;6;881;673;914;10;35;6;27;2;36;9;0;4;2;22;153818;1950;;;6;48;2;5;;7;3;6;9;7;6;7;6;3;31;;6;4;6;4;6;8;6;5;32;4;3;4;6;2;6;5;6;1;6;6;6;6;6;3;6;1;60;3;57;3;0;4;6;4;8;0;;27;15;;;;7;1;5;8;7;1;7;7;7;8;7;3;7;3;6;8;6;4;26;44;25;5;2;39;7;2;6;3;5;6;26;18;51;3;6;9;7;2;7;6;122;;125;97;121;74;134;141;128;143;132;38;;24;2;14;7;47;;7;4;6;1;5;9;24;30;5;9;19;4;1;;
F84;Middelveldsche Akerpolder;2015;14403;;7093;7310;49;2;50;8;9732;35;0;0;0;10181;70;7;11130;77;3;1456;123;1304;1719;1232;1705;6864;10;1;0;9;9;1;11;9;8;6;11;8;47;7;40;5;2737;849;2031;14;1;1103;185;225;72;9;12;2;14;9;1516;321;1525;45;1;9;5;45;4;;;;5892;971;1740;335;410;593;1796;47;10;1;30;5;22;2;36;5;2743;46;6;9;321;477;834;155;165;54;574;710;919;814;152;8;8;;10;2;778;894;1037;1100;1051;780;748;773;1110;1358;1413;1060;788;576;373;269;192;87;14;2;0;4;4;636;1410;1316;1099;2700;5729;1513;10;5;256;1607;11;2;1119;3362;23;3;3591;24;9;11041;1268;2478;949;564;3;9;295;2;5377;;3633;10;36;0;38;36;38;16;1619;2990;768;30;1;14;3;55;6;54;1242;4075;6;1;23;1;75;8;0;1;2;68;263399;2374;662;;0;31;7;5;29;8;8;8;1;7;8;7;1;19;12;6;8;7;6;8;6;7;30;4;3;5;6;3;6;5;6;4;6;5;6;6;6;6;6;2;164;16;148;16;0;10;10;7;0;;18;7;;;;6;1;5;9;6;7;5;7;8;7;6;7;7;6;2;5;58;32;5;3;37;7;5;6;7;6;22;26;46;2;7;3;6;8;8;4;112;;97;74;60;89;87;98;75;131;247;45;;26;5;10;7;33;;7;7;6;7;5;5;43;31;4;2;17;2;8;;;;;;;;;
F85;Slotervaart-Noord;2015;7985;;3996;3989;50;50;7173;21;303;3;8;0;5240;65;6;5788;72;5;495;53;917;1405;697;1159;3259;6;2;0;7;11;5;17;6;8;7;14;5;40;8;44;7;1798;706;1209;15;1;876;167;195;70;8;13;5;15;8;604;222;987;33;3;12;2;54;4;;;;3648;520;656;283;191;408;1539;51;11;2;42;2;22;23;2;1255;34;4;4;244;461;633;197;110;78;438;415;612;663;90;11;;9;3;511;486;510;497;549;607;566;537;495;520;605;493;371;325;223;238;198;145;83;20;6;4;9;394;787;632;508;1942;2484;1238;15;5;151;885;11;1;534;1813;22;7;1912;23;9;6172;670;1298;548;690;8;6;452;5;7;3355;;3014;14;0;9;148;45;51;27;1449;1127;779;43;2;23;2;33;6;712;1167;1472;4;21;2;34;8;43;9;0;1;2;38;185123;2202;532;;12;60;6;0;;7;4;7;7;9;7;6;5;32;11;6;7;6;4;7;6;6;7;28;3;3;4;6;4;6;7;6;3;6;5;7;6;5;6;2;155;44;111;27;0;28;3;24;7;0;2;;17;5;;;;7;4;6;2;7;2;7;4;6;9;6;9;6;6;7;1;6;5;11;68;17;5;8;47;7;6;6;8;6;2;14;17;40;7;7;6;6;9;7;9;112;;104;93;103;82;98;99;96;123;151;44;;29;2;10;14;42;;8;1;6;8;5;8;13;52;3;2;17;3;9;;;;
F86;Overtoomse Veld;2015;11704;;5831;5873;49;8;50;2;8021;45;415;3;5;0;8680;74;2;9185;78;5;539;80;1450;3500;1284;1611;3240;4;6;0;7;12;4;29;9;11;13;8;27;7;58;6;3465;1150;2831;24;2;503;123;388;49;6;12;1;38;3;353;139;1968;14;3;5;7;80;;;;5392;408;994;610;153;429;2682;116;8;49;7;18;9;21;3;1576;29;2;27;1072;776;578;229;165;54;1628;1043;1227;1480;215;17;2;;6;705;653;652;1062;1568;1461;1105;787;648;642;632;447;328;266;239;186;139;111;58;12;3;4;7;554;1044;862;1600;3933;2697;1014;8;7;193;1182;10;1;724;2460;21;2727;23;3;9244;893;3242;505;509;4;3;323;2;8;4498;;3083;0;0;18;133;51;51;43;2270;824;1404;50;5;31;2;18;3;814;1424;2246;14;18;1;31;7;49;9;0;3;2;6;176446;2121;633;;9;57;20;5;33;6;9;6;4;7;1;6;6;6;33;27;5;9;5;8;6;4;6;3;35;4;3;4;5;5;5;9;5;7;5;7;6;1;5;9;5;5;154;8;146;40;0;5;5;27;3;0;;18;8;;;;6;3;5;8;6;8;7;5;7;2;6;7;6;4;6;1;6;2;25;52;14;4;8;35;6;8;6;7;5;5;31;9;44;12;7;4;7;1;8;3;121;;115;111;115;107;113;128;98;120;192;53;;32;2;20;23;38;;7;9;6;4;5;9;12;39;13;5;26;3;2;;;;
F87;Westlandgracht;2015;7448;;3933;3515;52;8;47;2;5293;36;136;1;8;185;5554;74;6;5949;79;9;360;93;491;1001;925;1443;3135;4;8;1;2;6;6;13;4;12;4;19;4;42;1;38;5;1602;1000;2405;32;3;444;95;138;65;6;14;20;4;462;194;698;34;1;14;3;51;6;;;;3953;343;469;545;202;270;2059;65;6;8;52;1;22;5;17;941;23;8;5;634;677;639;104;138;46;912;786;1051;883;121;19;8;;5;3;585;397;235;235;659;977;961;760;528;448;397;310;279;236;159;117;93;51;20;0;1;6;6;492;598;264;405;3050;1962;677;9;1;183;636;8;5;226;1354;18;2;1392;18;7;6094;505;1271;395;282;3;8;165;2;2;3813;;2710;3;0;5;32;51;;54;1324;931;1558;34;7;40;9;24;4;991;877;1937;8;26;23;50;8;0;2;1;95;191464;2419;691;;6;51;13;11;28;7;1;6;1;7;2;7;2;6;6;40;;6;2;6;1;6;6;6;6;30;4;4;5;6;4;6;4;6;5;6;7;6;6;6;6;6;1;150;9;140;23;16;6;2;16;4;11;5;;12;6;;;;6;8;6;2;7;7;9;8;6;9;6;7;6;8;7;29;51;11;4;6;26;7;1;6;5;5;6;20;6;59;2;7;3;6;9;7;7;114;;102;98;114;81;111;110;113;97;75;36;;21;1;12;13;40;;7;8;6;6;6;2;9;48;3;4;12;2;6;;;;
F88;Sloter-/Riekerpolder;2015;13846;;6774;7072;48;9;51;1;2969;47;144;1;0;9978;72;1;11059;79;9;962;123;620;750;1086;2129;8176;6;9;0;9;4;5;5;4;7;8;15;4;59;25;6;1833;1076;2686;19;4;1398;238;212;75;6;12;9;11;5;1495;351;775;57;13;4;29;6;;;;6065;1080;1411;488;428;608;1986;64;10;32;7;25;9;30;3;2447;40;3;5;258;499;992;232;115;68;839;807;906;855;192;9;5;;11;2;617;653;750;997;1013;756;707;755;889;1211;1461;1313;876;671;410;340;242;142;36;7;0;3;5;482;1067;1072;1022;2605;5750;1848;13;3;183;1200;8;7;939;2621;18;9;2816;20;3;11225;932;2316;1081;767;5;5;427;3;1;5637;;1209;22;72;33;64;49;64;25;1130;2880;1627;20;28;9;51;1;104;542;4959;32;1;8;9;6;88;0;6;2;46;251111;2407;736;;1;23;18;6;31;8;2;7;5;8;3;8;7;3;16;6;7;1;7;1;7;3;7;3;24;4;3;4;6;5;6;8;6;6;6;7;7;6;9;6;5;594;128;466;199;47;21;5;42;7;10;2;;19;7;;;;6;7;6;6;6;6;7;9;7;9;7;4;7;1;7;7;6;8;5;67;25;5;8;47;8;7;2;6;4;12;14;47;3;7;9;7;5;8;2;101;;80;66;79;54;77;90;63;98;148;39;;17;1;11;7;20;;8;2;7;4;6;7;26;47;1;6;9;1;8;;;;;;
